baseMean,log2FoldChange,lfcSE,pvalue,padj,Symbol
9.565367636,3.563886227,1.073387259,9.67E-05,0.000944929,WFDC21P
818.2152329,-0.313111669,0.081743031,9.68E-05,0.000944929,MGAT5
34.25224881,1.754812504,0.550607618,9.77E-05,0.000952727,SEPTIN4
84.97999641,0.987799572,0.299633636,9.77E-05,0.000952727,BANK1
487.9748751,-0.391669284,0.105534694,9.79E-05,0.000954864,TRAP1
917.511444,-0.319455107,0.08474913,9.84E-05,0.000958568,EPAS1
169.9128791,-0.702624265,0.204127869,9.87E-05,0.000961752,NOP56
137.9167565,-0.762254304,0.223733894,9.89E-05,0.000961801,ZWILCH
66.02909532,-1.036251986,0.315790301,9.88E-05,0.000961801,CCNA2
147.4444251,-0.658557993,0.190055331,9.89E-05,0.000961809,SNRPG
113.1158466,0.77231828,0.22662743,9.91E-05,0.000963437,AIP
1871.836086,0.526611318,0.14705287,0.000100638,0.000977458,SCD
110.4581335,-0.782554908,0.230241145,0.000101303,0.000983381,WBP11
25.31747588,1.982434732,0.642453588,0.00010157,0.000984968,CYYR1-AS1
125.0016313,-0.768174771,0.225855669,0.000101578,0.000984968,FN3KRP
203.3395919,-0.598680659,0.169980528,0.000101964,0.000988171,MTPAP
412.8695968,0.414341454,0.112560708,0.000102961,0.000997286,MMAB
712.7508031,-0.36506881,0.09811854,0.000103031,0.000997413,VCP
341.9089545,0.489500041,0.135541005,0.00010404,0.001006626,CZ1P-ASNS
238.146824,-0.502047733,0.140966127,0.000104382,0.00100939,PALD1
1052.435043,0.296285218,0.078494869,0.000105272,0.001017434,KANK1
264.0126879,0.524428101,0.146705404,0.000105526,0.001019331,ZNF516
268.5930481,-0.511174687,0.14500439,0.000105974,0.001023088,PRKCQ
235.6130208,0.525592781,0.146106931,0.00010603,0.001023088,ABLIM3
108.0536159,-0.729315127,0.211844361,0.000106708,0.001029066,MDC1
87.03429814,-0.87096722,0.263111818,0.000106966,0.001030989,TMEM109
278.5823871,-0.466881431,0.12879312,0.000107208,0.001032758,AVPI1
566.0235758,-0.426722337,0.115143057,0.000107507,0.001035079,FBXO11
54.26760988,-1.193000657,0.374205364,0.000107826,0.00103758,POLE3
634.7670704,0.441487526,0.121456733,0.000108629,0.001044744,ANXA1
425.4913472,0.442940478,0.121736034,0.000108944,0.001046789,SARM1
1131.766294,0.339906044,0.091152531,0.00010896,0.001046789,PARD3B
26.08284609,1.552866128,0.496160428,0.000109444,0.001050644,LOC105371750
76.33216381,-0.89990487,0.268137859,0.00010948,0.001050644,ALKBH8
180.1883075,0.720564727,0.21216737,0.000109736,0.001052528,ACOX1
662.0071333,0.38781559,0.105739606,0.00010981,0.001052664,ASCC3
272.6950841,-0.511535529,0.143734617,0.000110054,0.001054435,C19orf12
993.9743819,-0.41162221,0.115164739,0.00011093,0.00106225,EEF1A1
55.74154901,1.30701279,0.409784178,0.000111493,0.001067063,MAOA
515.4728731,-0.436355471,0.119881916,0.000111575,0.001067272,RPL10
221.6705944,-0.521308251,0.147290901,0.000112164,0.001070982,BOP1
152.8382635,0.647989254,0.186704865,0.000112031,0.001070982,TRANK1
29.54634388,1.655681358,0.527783695,0.000112206,0.001070982,CYP27A1
109.4347732,-0.843700704,0.253961428,0.000112158,0.001070982,DBI
513.5817952,-0.386727535,0.106422937,0.000113161,0.00107952,CLPTM1L
38.63176139,1.592755814,0.506250974,0.000114295,0.001089748,CRMP1
114.6719496,0.746867867,0.220816572,0.000115173,0.001097532,GYG2
143.5565361,0.746907316,0.221076298,0.000116039,0.001105184,HCG17
423.4693844,-0.441790368,0.12243627,0.000116482,0.001108807,CPSF7
228.1530543,-0.571548529,0.162894597,0.000117386,0.001116811,GREM1
337.8951432,0.640306239,0.185670634,0.00011849,0.001126703,CAVIN2
525.4756163,-0.376171662,0.102527361,0.000118595,0.001127099,JPT2
334.3252918,-0.496938782,0.13987459,0.000118686,0.001127358,ECI1
327.8117197,-0.427344243,0.118088762,0.000118936,0.001129128,RPL27
45.12763907,1.24205711,0.393778275,0.000119022,0.001129336,LINC02328
152.0071152,-0.646551685,0.188189058,0.000119213,0.001130537,RELT
505.3499458,-0.431043115,0.119664491,0.000120296,0.001140197,CAPRIN1
67.64770306,0.971335713,0.299193503,0.000120435,0.001140903,ACER2
586.9457003,0.511062527,0.144857829,0.000121049,0.001146108,LURAP1L
202.5880025,-0.561399917,0.160065197,0.000121966,0.001153556,PCGF2
157.8404629,-0.652395379,0.189562034,0.000121929,0.001153556,SLC36A4
405.3227874,-0.6990499,0.207884572,0.000122178,0.001154944,RHOA
522.8616077,0.38672294,0.105479099,0.000122344,0.001155896,ZDHHC7
81.33065348,0.879963301,0.26598102,0.000122476,0.001156522,LYRM4-AS1
233.2794057,-0.548337608,0.15601578,0.000123156,0.001162313,GEMIN7
370.5785703,0.479488181,0.134096722,0.000123221,0.001162313,LINC02615
596.7719588,0.361848022,0.098237671,0.000124956,0.001178053,PRKAR1A
151.3551809,-0.65169733,0.189962026,0.000125521,0.001182747,BRPF1
290.6971646,0.573554267,0.164582346,0.000126048,0.001187078,NBR1
27.45744367,1.939756329,0.638696265,0.000126362,0.001189401,GALNT15
89.05364005,0.808432211,0.243612747,0.000126458,0.001189677,CASTOR1
35.71160098,1.407063544,0.454556621,0.000126722,0.001191523,PLXNB3
342.1141343,0.452391374,0.126927582,0.000127224,0.001194949,DENND4A
862.5225245,-0.300464395,0.080619828,0.000127289,0.001194949,HDAC7
71.54639529,0.865102908,0.263503554,0.000127252,0.001194949,LOC107986973
59.68359597,-1.057174682,0.330665814,0.00012869,0.001207463,CCDC167
2066.629837,-0.268293467,0.07338847,0.000129571,0.001215078,RPH3AL
266.4728078,-0.468042558,0.131934428,0.000130079,0.001219197,SINHCAF
830.2548602,-0.308368992,0.084413761,0.00013026,0.001220245,SHTN1
241.6556136,-0.526464004,0.149829229,0.000130359,0.00122053,ACAD9
1819.769819,-0.256148717,0.069644002,0.000130874,0.001224696,GRAMD1A
32.48842969,1.333726679,0.429281246,0.000131026,0.001225476,LOC105376025
210.1954424,-0.535455931,0.152748831,0.000131734,0.001231449,BUB3
727.4568105,-0.349066161,0.095711349,0.000131846,0.001231837,ARID2
47.17830174,1.132112506,0.357563269,0.000132299,0.001234945,NFILZ
532.1890415,-0.38711165,0.107008791,0.000132318,0.001234945,CNNM1
695.6771715,-0.34837424,0.096658537,0.000132661,0.001237492,KDM2A
103.3499809,-0.735014092,0.220201895,0.000133155,0.001241325,PLP2
260.3172132,-0.521314361,0.14955285,0.000133212,0.001241325,TMEM123
364.1455917,-0.435782265,0.121449119,0.000133286,0.001241357,PGK1
100.6335926,0.756616225,0.226902343,0.000133456,0.001241628,ZNF234
35.09044295,1.216992499,0.389287439,0.000133416,0.001241628,SSPN
529.7554957,0.435282131,0.119971135,0.000134126,0.001246735,ELMO1
962.778544,-0.295159231,0.079995518,0.000134145,0.001246735,LIMD1
14.49764591,2.945612642,0.925951456,0.000134879,0.001252896,SERPINA6
339.8073377,-0.441316575,0.123302987,0.000136667,0.001268831,DPY19L1
368.3590388,-0.458518261,0.1297731,0.000136772,0.001269141,ERCC1
872.5422006,-0.322286254,0.088893994,0.000136936,0.001269996,FNIP1
174.6463998,-0.584688582,0.169728535,0.000137095,0.001270808,PDK1
237.2562689,0.531890258,0.152958111,0.000138306,0.001281365,ENTPD5
1342.19721,0.316275627,0.085920365,0.00013871,0.001284425,TNRC18
480.3756413,-0.360483576,0.099666529,0.00013917,0.001286663,UGGT2
352.4678534,-0.472860834,0.134500944,0.000139098,0.001286663,EEF1G
104.0734514,0.733442457,0.21963239,0.000139151,0.001286663,TM2D2
185.1331204,0.675030771,0.200011358,0.000139702,0.001290909,DUSP6
142.2190275,-0.615178048,0.180774563,0.00013989,0.00129197,C20orf27
57.30568817,-1.004068106,0.315426495,0.000139994,0.001292255,FMNL3
519.0934216,-0.528124928,0.150881705,0.000140087,0.001292441,SUZ12
326.9684474,-0.475255184,0.131846839,0.000140492,0.001295498,RPRD1B
960.5308242,-0.289607082,0.078093221,0.000140875,0.001298359,GRIN2B
87.77830468,0.900777978,0.279765768,0.000141047,0.00129926,ANKRA2
212.4602127,-0.53860747,0.154005999,0.000141322,0.001301117,THEM6
250.9133938,-0.509259523,0.145758989,0.000142892,0.001314891,MCM9
650.6919235,-0.38928736,0.10875083,0.000143893,0.001323412,RPL31
270.8055791,-0.484608396,0.137881515,0.000144,0.001323706,GIGYF1
405.8338525,-0.409063659,0.114309797,0.0001443,0.001325775,TWIST2
229.5990386,-0.504912189,0.144030002,0.000144979,0.001330188,BACE2
132.4529209,0.66603773,0.197335551,0.00014495,0.001330188,LINC00923
42.38380995,1.251354199,0.406285997,0.000145006,0.001330188,TNFRSF10C
149.7939104,0.878898408,0.271105395,0.000145209,0.001331355,KLF9
1062.694704,-0.362450807,0.100430064,0.000145414,0.001332549,MATR3
399.0504206,-0.393482386,0.108490026,0.000145782,0.001335227,XXYLT1
52.01830478,1.048224647,0.331618557,0.000147691,0.001352013,LACTB2-AS1
26.16147435,-1.956206083,0.638124421,0.000148607,0.00135969,FANCE
16.89810689,2.726019226,0.885076066,0.000148775,0.001360523,ARC
274.3372614,-0.473622651,0.134231305,0.000150086,0.001371803,PPIF
192.6393673,-0.548658018,0.159210793,0.000150248,0.001372574,ZNF653
54.76953947,1.021991009,0.324316065,0.000150522,0.001374366,IFIT3
890.9242354,-0.317252258,0.086661639,0.00015237,0.001389734,KIF16B
116.9857156,-0.678405647,0.202549804,0.000152397,0.001389734,PXMP2
190.1809853,0.517890585,0.148590996,0.000152441,0.001389734,ATG2A
1086.241863,-0.305853151,0.083483101,0.000152795,0.001392245,TGM2
181.2389623,-0.563173111,0.16550598,0.0001537,0.001399775,CCDC9
439.7191043,-0.4607641,0.130108871,0.000154079,0.001402502,NIN
43.53900572,1.681874524,0.553201448,0.000154446,0.001405115,LINC02092
310.079347,-0.478137399,0.135693696,0.000154551,0.001405348,TFAP2C
32.47204416,1.583825534,0.524438436,0.00015484,0.001407256,LINC00665
158.0400658,0.623195165,0.183707712,0.000155086,0.00140876,DSE
512.8742553,0.378863405,0.10533081,0.000156325,0.001419285,WDR72
17.77909609,1.754104265,0.588249323,0.000157051,0.001425151,LOC102723594
114.8776706,-0.691203595,0.207088215,0.000157802,0.001431227,YJU2
153.916661,-0.639110751,0.189568085,0.00015805,0.001432745,PPP2R3C
130.6366269,0.622211059,0.184944752,0.00016087,0.001457558,ERCC6L2-AS1
128.2090177,-0.71612166,0.217677774,0.000161956,0.001466646,PRRX2
122.3817106,0.775671348,0.237512611,0.000162878,0.001474245,PPL
224.6103019,0.514790174,0.148466283,0.000163983,0.001483485,BLVRA
365.2792402,-0.411547359,0.116123485,0.000164483,0.001487242,EIF4H
166.0470904,-0.616061486,0.181556491,0.000165312,0.00149398,NEK4
171.7224627,0.609081947,0.180079218,0.000165445,0.001494413,GMCL1
115.043683,-0.672602775,0.202254761,0.000165923,0.001497968,ABCE1
298.7300526,0.436261591,0.12416524,0.000166109,0.001498447,PAPSS2
231.3683814,-0.55587475,0.161942107,0.000166146,0.001498447,POMK
113.8973299,0.737461895,0.224993621,0.000166453,0.001500451,DLG3
934.7024299,0.328057462,0.090334825,0.000168205,0.001515476,ZFPM2-AS1
319.791803,-0.487834847,0.140348347,0.000168416,0.001516598,SFI1
38.91967274,1.167446933,0.38026113,0.000169092,0.001521917,LINC00993
470.3143564,-0.399356471,0.112797393,0.000169204,0.001522147,MARCHF6
115.7335479,-0.699298316,0.212532082,0.000170667,0.001534531,CWF19L2
97.12664791,0.708294877,0.215356826,0.000172264,0.001548096,SP140L
263.6969879,-0.482480376,0.139327451,0.000172388,0.001548422,ARL8B
354.1861828,-0.418852591,0.118355317,0.000172671,0.001550181,REXO1
218.8138136,-0.562841222,0.164211095,0.000172979,0.001552154,CBL
323.054698,0.541708879,0.158254157,0.000173182,0.001553187,SOX4
378.5640482,-0.408937149,0.115329733,0.000173363,0.001554022,NR2C2
273.3918385,-0.476469568,0.137024914,0.00017362,0.001554755,PPP1R3E
350.5846316,-0.526291717,0.152065502,0.000173536,0.001554755,AMD1
3041.891014,-0.338538316,0.092569167,0.000174174,0.001558921,ALDH3B1
267.2789135,-0.508085169,0.148174958,0.000174997,0.0015655,NTAQ1
182.6740702,-0.539642637,0.157671212,0.000175748,0.001571421,NT5C3A
501.4613897,-0.38450598,0.109009212,0.000176104,0.001573807,ATR
26.48686136,1.533512565,0.515532654,0.000177261,0.001583343,FAM66A
362.419531,-0.450626532,0.129133801,0.000177629,0.001585832,DGKZ
459.9295418,-0.388598565,0.109635086,0.000178039,0.001587888,TCF20
123.8889586,0.766289481,0.236380358,0.000177994,0.001587888,CYGB
58.75618117,-1.002180186,0.320037749,0.000178566,0.001591783,CFAP418
1065.343552,-0.335364873,0.093329573,0.000178973,0.001594606,STK3
146.8367091,0.622119072,0.185735803,0.000179359,0.001597239,FER1L4
406.2628649,-0.404423758,0.114925357,0.000179564,0.001598265,HNRNPDL
380.7584397,0.389967124,0.109620634,0.000180189,0.001603016,DCAF5
310.3839732,-0.448027155,0.128094682,0.000181115,0.001610444,SMG1P2
28.12190558,-1.659034512,0.562766717,0.000182292,0.001620094,NR4A3
113.0772893,0.68479989,0.207974157,0.00018317,0.001627084,PDGFC
536.327516,-0.338526792,0.096291695,0.000183336,0.001627736,NLN
431.2183187,-0.416920203,0.118492681,0.000183677,0.001629946,GALNT7
9.420434026,4.075149832,1.285737311,0.000183844,0.001630615,BLNK
37.93204245,-1.225516534,0.404993383,0.000184629,0.00163638,LOC105371159
260.8996801,-0.556930463,0.163954834,0.000184679,0.00163638,NHSL1
561.7240494,-0.339954983,0.094771122,0.000185295,0.001640193,CUL1
72.90703736,-0.941061733,0.298939486,0.000185228,0.001640193,AUP1
43.37029199,-1.166670288,0.383392871,0.000186169,0.001647102,NXT1
103.3018831,-0.757436234,0.233628898,0.000186697,0.001650951,TFAM
308.2221708,-0.4573416,0.131719966,0.00018681,0.00165112,ACO2
316.6874886,-0.441464426,0.126471739,0.00018691,0.001651179,TAF4
714.9983408,-0.383527698,0.106937833,0.000187943,0.001659471,SDCBP2-AS1
66.52898501,0.912437904,0.290250966,0.000189017,0.001668126,ACKR3
927.6925555,-0.365970657,0.10315062,0.000189267,0.001669497,BRD2
296.9071665,-0.526404353,0.156221138,0.000191809,0.001691076,WRN
27.17208278,1.359315434,0.456062023,0.000191997,0.001691891,LOC105371064
82.17474105,-0.772544647,0.239894269,0.000193178,0.001701446,ZBTB2
116.921557,-0.7198958,0.220536861,0.000193373,0.001702317,PRPS1
375.4704768,-0.432380378,0.123617157,0.000193566,0.00170317,RPL37A
862.8505565,-0.310891682,0.086428195,0.000194037,0.001706464,PRR12
410.482071,-0.443551622,0.127369453,0.000194499,0.001709676,RASGEF1A
51.50747724,1.094028759,0.359581217,0.000195268,0.001715582,RGS9
39.60381505,1.347032879,0.451569126,0.00019537,0.001715623,TPTEP2-CSNK1E
284.6025481,-0.466845895,0.135540231,0.000196305,0.001722983,ETS1
39.21403601,1.414635101,0.475942312,0.000196743,0.00172597,LOC107985695
133.1218167,-0.659983831,0.19984434,0.00019705,0.001727805,LNPK
354.5800381,-0.421223355,0.120830652,0.000198287,0.001737785,KLHL22
66.54248069,0.984568918,0.318338335,0.000198444,0.001738305,RINL
41.41358987,1.396371711,0.472113424,0.000198782,0.001740404,FER1L6
47.51869821,1.112118983,0.366971385,0.000199283,0.001743924,COMETT
4219.381834,-0.232160292,0.065009962,0.000200217,0.001751231,PTPRM
31.90467208,1.438623329,0.488536597,0.000201124,0.001758295,LOC105379080
46.05752723,1.060044648,0.346974825,0.000202168,0.001766544,LOC107986182
310.3101085,-0.562291574,0.170644124,0.000202427,0.001767444,JPT1
453.96329,-0.458169356,0.133848138,0.000202471,0.001767444,EIF5
255.0330752,-0.475661743,0.138403646,0.000203366,0.001774384,PIGU
411.9719661,-0.4608394,0.135571254,0.000204065,0.001779603,PRPF40A
475.1652425,-0.366525322,0.10237201,0.000205413,0.001790476,ZC3H18
59.38145083,0.977820363,0.317357814,0.000205649,0.001790763,ATL1
114.0611727,0.753904085,0.23538623,0.000205579,0.001790763,PARP9
218.4725159,0.81079942,0.254522867,0.000207633,0.001807153,LOC107985704
58.32973787,-1.068627257,0.348303198,0.000209514,0.001822624,HCG27
22.50318786,1.671035171,0.578525624,0.000209845,0.001824609,MYL9
157.4159549,0.572097671,0.170249766,0.000211588,0.00183886,IQCH-AS1
87.16657161,0.793253819,0.250041902,0.000211829,0.001840053,PTPRE
659.3179735,-0.465009232,0.136147985,0.000212838,0.001847907,LOC105369669
39.98751618,1.324873406,0.449639072,0.000215158,0.001867136,MIR583HG
63.41109272,0.895281129,0.287565227,0.000215376,0.001867289,LOC105371795
189.5740178,-0.537062662,0.15838165,0.000215387,0.001867289,NOC3L
434.5671153,-0.392085719,0.112330423,0.000216355,0.001874759,AGPS
16.84538845,2.138908643,0.735982377,0.000218903,0.001895906,BCRP2
32.98643739,-1.662379508,0.587302852,0.000220179,0.001906021,HNRNPA3P5
503.4840855,0.400306717,0.114670969,0.000220639,0.001909076,PPME1
626.681298,-0.3973967,0.115790083,0.000221185,0.001912863,FAM83E
406.9220024,-0.406239265,0.116752927,0.000222443,0.001922802,NCOA5
48.36473372,1.140554539,0.3814956,0.000223135,0.001927841,SLC66A1L
364.4041892,0.40417964,0.11626471,0.000223442,0.001928602,NCKAP5L
55.17993701,1.029612511,0.340075442,0.000223417,0.001928602,COLQ
119.4785747,0.636529728,0.194852766,0.00022376,0.001929465,SYNDIG1
502.4884063,-0.363844682,0.103920998,0.000223672,0.001929465,TUBGCP5
616.4401958,-0.325524877,0.091872769,0.000224437,0.001934363,MED27
334.820127,-0.480180332,0.141442985,0.000224723,0.001935878,PSMD12
133.6123158,-0.681502292,0.211075633,0.000225479,0.001941448,ANAPC11
330.7385874,-0.418861799,0.121232188,0.000225914,0.001944248,SCAF4
875.1934633,0.407707448,0.116802415,0.000228414,0.001964801,ZFP36L2
1267.215294,-0.33572166,0.096570908,0.000229691,0.001974556,RPL13
76.46491475,0.878626385,0.283962637,0.000229771,0.001974556,CDIP1
427.0127531,-0.421544161,0.121878547,0.000230742,0.001981937,MLLT6
147.0091776,-0.589880017,0.178575234,0.000231653,0.001988794,RGS10
373.2769092,-0.40723076,0.115623453,0.000231902,0.001989844,RRP1B
142.2463914,0.608367076,0.181702719,0.000232,0.001989844,LRRC37A3
570.2722759,-0.348864045,0.09943159,0.000232525,0.001993377,SCRN1
68.23468371,0.96473678,0.316005249,0.000233081,0.001997174,IDI2-AS1
165.0237994,-0.613672561,0.186412934,0.000233842,0.002002726,TTC21B
133.7646896,0.663920859,0.205013958,0.000234531,0.002007653,HAGHL
550.3972661,-0.399098094,0.114884224,0.000235317,0.002012435,RPS16
540.1498534,-0.361209574,0.102471362,0.000235272,0.002012435,CHMP3
297.0516993,-0.528578086,0.157067309,0.000235518,0.002013178,COPS3
22.10671365,1.591811493,0.552582863,0.000235638,0.002013226,LINC01961
19.29424259,1.813949425,0.63834859,0.000235772,0.002013406,C9orf92
65.47180789,0.881746883,0.286609516,0.000235962,0.00201405,KLHDC1
478.2005865,0.373203015,0.107464544,0.000237492,0.002026129,ALDH2
91.4455309,0.797232131,0.254796272,0.000237704,0.002026963,KATNAL2
430.1158558,0.434406529,0.126257904,0.000238269,0.0020291,N4BP2L2
302.4353535,-0.466486565,0.136693811,0.000238299,0.0020291,STRBP
2139.309823,-0.249757852,0.069636069,0.000238083,0.0020291,LHFPL2
95.79548795,0.81709514,0.262410833,0.000240466,0.002046563,TLL2
82.6279406,0.815635359,0.261413334,0.000240957,0.002049755,GPX1
74.99952758,-0.906683614,0.294167947,0.000241609,0.002054313,HDHD3
236.1669603,-0.514128601,0.153809181,0.000242201,0.002058362,CNBP
95.9373209,-0.826399251,0.265475417,0.000244248,0.002074758,ZSCAN22
445.6785382,-0.376174523,0.108725379,0.000244892,0.002079225,NUMBL
57.43346718,1.03996572,0.345382494,0.000246427,0.002091259,ZSCAN30
73.67105683,2.232603052,0.726545926,0.000247494,0.002099304,IP6K3
952.369347,-0.330674674,0.093669621,0.00024792,0.002101911,PDLIM5
446.555598,-0.478288875,0.140956645,0.000248275,0.002103792,NR6A1
521.2797864,-0.402056488,0.113512918,0.00024838,0.002103792,KAT6A
41.88617152,1.507755104,0.519330645,0.000248791,0.002106261,ELANE
135.194344,0.615010763,0.185365493,0.000249104,0.0021079,OCIAD2
24.78822726,1.933111744,0.680300751,0.000249487,0.002110137,LOC101928277
662.9108531,-0.336984058,0.095892854,0.000249767,0.002111244,TSPAN4
122.5485275,0.771833196,0.246021036,0.000249857,0.002111244,SP9
623.1994595,-0.355606499,0.101939741,0.00024998,0.002111276,MRPS27
781.5457539,-0.278577063,0.078364683,0.000250549,0.002115067,SOCS5
47.64845849,-1.120259695,0.377733186,0.000251222,0.002119735,FAM110A
135.3876989,0.669988466,0.207107243,0.000252515,0.002129629,DYNC2LI1
141.5423174,0.661718403,0.205739335,0.000253033,0.002132983,DPYSL4
138.7117497,-0.629382417,0.194233786,0.000254329,0.002142887,TNFRSF11A
919.1063776,-0.298217887,0.083906581,0.000255019,0.002147674,NFIB
365.6849459,-0.488714207,0.145067067,0.000257777,0.002167851,RPL23
28.09828388,1.916422648,0.692430373,0.000257783,0.002167851,DPF3
1308.502654,-0.365549605,0.104804982,0.000257654,0.002167851,ATXN2
436.5002682,-0.379601867,0.110289824,0.000259187,0.002178621,SP2
27.77079576,1.813748789,0.652514116,0.000261611,0.002197955,FILIP1L
625.2268362,0.336937903,0.095995569,0.000261964,0.002199875,APPBP2
43.98804686,1.14427136,0.392492336,0.000263752,0.002213839,LOC105369310
60.06520083,0.881291852,0.289242985,0.000266094,0.00223244,LOC105374003
171.3551256,-0.538170877,0.167057809,0.000267173,0.002240422,MRPL48
70.77869032,0.929792085,0.30711883,0.000268208,0.002248037,LOC105375771
456.0606583,-0.360664013,0.104280495,0.00026834,0.002248076,ALDOA
481.3274412,-0.375131724,0.108345028,0.000268707,0.002250089,SWAP70
711.8416088,0.354906972,0.102030903,0.000269723,0.002257526,CPLANE1
29.93636488,1.488338302,0.519616499,0.00027036,0.002261789,LOC112267957
2585.494958,-0.204926391,0.05734688,0.000270863,0.002264922,RPTOR
741.8909627,-0.313937934,0.089701486,0.000273017,0.00228185,ANKFY1
28.55598973,-1.519224767,0.530022292,0.000273973,0.002286603,LOC105378120
101.3720075,-0.771666581,0.245718732,0.000273973,0.002286603,CENPW
485.8407883,0.424193508,0.124411973,0.000273729,0.002286603,LINC00886
39.21731247,1.440155711,0.498925703,0.000274335,0.002288539,LOC100131496
201.9209377,-0.550760121,0.167873636,0.000274622,0.002289853,ZNF675
339.5420879,-0.432300766,0.127788479,0.000276241,0.00230227,E2F6
432.3767081,-0.418050903,0.122702128,0.000277303,0.002310034,CEP250
47.22847546,-1.095330923,0.365987806,0.000277452,0.002310109,GINS3
256.8558084,-0.52832741,0.15967831,0.000277574,0.002310109,SLC29A2
53.73006673,0.96936676,0.324070963,0.000279375,0.002322914,ZNF568
3252.429715,-0.217361749,0.061314822,0.000279349,0.002322914,PTK2
1014.542344,0.309341702,0.08825451,0.000283289,0.002353599,TRIM16
136.6613237,0.680280172,0.214686808,0.000283387,0.002353599,SLC34A1
42.68884314,-1.161427687,0.398165327,0.000283465,0.002353599,TCF7
159.6720772,0.608213738,0.188442584,0.000283979,0.002356759,AMZ2
6.513401113,4.817541993,2.182472919,0.000284506,0.002360027,LOC105375855
49.82113687,1.105675577,0.376974298,0.00028516,0.002364337,TMEM37
312.3923323,-0.414046857,0.12128304,0.000285521,0.002366221,POLR3E
22.59048873,1.691055121,0.609607504,0.000286101,0.002369342,SLCO1B1
459.9167772,0.385668176,0.112286428,0.000286165,0.002369342,COL4A4
66.9121646,-0.854524238,0.28043019,0.000286637,0.002372137,BOK
354.7717156,0.406944279,0.119360153,0.000287442,0.002377681,LOC107984088
380.4046957,0.407262677,0.119580248,0.000288365,0.002384205,SNAP25
25.45161784,1.612113787,0.571795461,0.000288864,0.002387214,LOC112268149
510.6836175,-0.337236838,0.097567562,0.000289915,0.002394776,CHD7
346.2466078,0.390903023,0.113442192,0.000290231,0.002396268,TDP2
20.75887978,1.958344606,0.699024287,0.000290908,0.002400738,SPTLC3
172.7757057,-0.591553454,0.184040804,0.000291393,0.002403615,JAG2
186.6647326,-0.544323097,0.164892153,0.000291714,0.00240514,POLR2D
409.161931,-0.389127267,0.113231407,0.000291897,0.002405529,CBX6
127.2891058,-0.662398348,0.20678497,0.000292582,0.002410053,DNAJC24
1902.621085,-0.430297572,0.12763927,0.000293049,0.002412772,ZFP36L1
21.863263,1.650799598,0.595206863,0.000293487,0.002415256,LOC101928093
183.5428471,0.549855818,0.168024802,0.000294499,0.00242207,RAB5IF
302.1058291,0.416156125,0.12393656,0.000294589,0.00242207,LRP1
788.9367167,-0.325159906,0.093618313,0.000295169,0.002425711,RNF216
72.73757465,-0.909401355,0.301869518,0.000295447,0.002426864,PI4K2B
330.2840871,0.487428011,0.147037113,0.000296126,0.002431315,KANSL1L-AS1
90.52460352,-0.886906436,0.293448785,0.000296423,0.002432626,CKS2
442.3640537,-0.398678594,0.117342855,0.000298671,0.002449934,SRSF3
35.29331537,-1.508986437,0.546536648,0.000299286,0.002453843,HNRNPA3P6
12.42545188,3.664247288,1.189974591,0.000299998,0.002458535,CD200R1L
59.63438843,1.001463656,0.341238329,0.000300159,0.002458716,PPP1R32
3406.237709,-0.205812135,0.057822105,0.000302336,0.002475401,TRIO
67.35705631,-0.852515701,0.280952866,0.000306247,0.002506262,ZNF724
439.3474043,0.419267561,0.124152458,0.000306697,0.002508782,TBC1D2B
396.1469441,-0.361370479,0.103959186,0.000307057,0.002510567,WDR4
33.94104541,1.274317716,0.447695164,0.000307748,0.002515058,CDH6
58.99869749,0.934177559,0.313491297,0.00030812,0.002515964,TRPC7-AS1
35.83381689,1.690825087,0.617974093,0.000308144,0.002515964,C1QTNF7-AS1
57.37682706,1.017868514,0.347391605,0.000309928,0.002529358,LINC02736
20.96588105,1.591769582,0.572352243,0.000311061,0.002537438,LINC01474
648.9106536,-0.33859835,0.09793647,0.000312097,0.002544717,SDC1
337.1427465,-0.416516058,0.123653147,0.000313065,0.002551428,TMEM104
162.8566647,-0.592957179,0.183079666,0.000314349,0.002560712,USP28
41.46617947,1.450611315,0.52359148,0.000314921,0.002564188,LINC01483
33.76983608,1.211720493,0.424351681,0.000315443,0.002567256,TLE6
81.55483191,1.025230955,0.352000476,0.000316248,0.002572629,GUCY1A2
382.3125261,-0.383838041,0.114411493,0.000317233,0.002579455,STAG3L5P-PVRIG2P-PILRB
35.95594646,1.248089857,0.438319166,0.000318447,0.00258813,LOC105369705
265.6514291,-0.438581131,0.132390317,0.000319009,0.002590989,ABHD17C
246.5794337,-0.504311365,0.153214843,0.000319238,0.002590989,H2AX
156.4961808,0.530342177,0.162052551,0.000319213,0.002590989,CAV2
83.47789584,-0.826885449,0.274502832,0.000320925,0.002603482,GET3
334.0100723,-0.413068996,0.122334161,0.000322148,0.002612207,ZNF142
154.1186921,0.627705408,0.197823323,0.000325046,0.002634495,LOC102724881
44.46956705,-1.235138788,0.432586316,0.000327196,0.002650707,LOC112268432
304.5167044,0.495338678,0.150672622,0.000328045,0.002656372,JUND
368.9206362,-0.396675887,0.118256833,0.000329394,0.002666067,MLH1
162.7557108,0.55255671,0.172142428,0.000329986,0.002669641,LRRC27
262.8062362,0.473997774,0.143141055,0.000330337,0.00267126,DBN1
123.1330072,0.652689481,0.207545772,0.000331032,0.002675656,TRPM6
19.11357198,2.688770621,0.935140845,0.000331566,0.002678498,CYP3AP2
